program_key,university,code,title,level,faculty,handbook_year,cricos_code,credit_points,duration_full_time,campus,intakes,ielts_overall,ielts_min_band,toefl_ibt,pte_overall,min_wam_percent,min_grade_band,requires_cognate_degree,source_url,source_updated_at,fetched_at
monash:M6009,Monash University,M6009,Master of Forensic Medicine,master,"Faculty of Medicine, Nursing and Health Sciences",2026,,72,1.5 Years,"Victorian Institute of Forensic Medicine, Department of Forensic Medicine, Southbank",,7.0,6.5,94,65,,,,https://handbook.monash.edu/2026/courses/M6009,2026-02-17T02:46:11,2026-09-02T00:23:59Z
monash:M6010,Monash University,M6010,Master of Clinical Embryology,master,"Faculty of Medicine, Nursing and Health Sciences",2026,028955G,72,1 Years,"Monash Medical Centre (MMC) (note: teaching location is MMC, but load maps to Clayton) This course requires some off-campus site visits for on-campus students. Off-campus students will be required to attend some on-campus workshops.",,6.5,6.0,79,58,50.0,,True,https://handbook.monash.edu/2026/courses/M6010,2025-11-17T01:43:32,2026-09-02T00:24:00Z
monash:M6012,Monash University,M6012,Master of Social Work,master,"Faculty of Medicine, Nursing and Health Sciences",2026,090746A,96,2 Years,Caulfield,,7.0,7.0,98,65,60.0,,,https://handbook.monash.edu/2026/courses/M6012,2025-11-23T23:45:27,2026-09-02T00:24:02Z
monash:M6014,Monash University,M6014,Master of Addictive Behaviours,master,"Faculty of Medicine, Nursing and Health Sciences",2026,,72,,Clayton,,6.5,6.0,79,58,50.0,,True,https://handbook.monash.edu/2026/courses/M6014,2025-10-22T02:36:50,2026-09-02T00:24:04Z
monash:M6015,Monash University,M6015,Master of Critical Care Paramedicine,master,"Faculty of Medicine, Nursing and Health Sciences",2026,,72,,Alfred Hospital,,6.5,,79,58,50.0,,,https://handbook.monash.edu/2026/courses/M6015,2025-11-18T02:04:26,2026-09-02T00:24:05Z
monash:M6016,Monash University,M6016,Master of Nursing Practice,master,"Faculty of Medicine, Nursing and Health Sciences",2026,068373J,96,2 Years,Clayton,,7.0,7.0,98,65,60.0,,,https://handbook.monash.edu/2026/courses/M6016,2026-03-14T07:33:48,2026-09-02T00:24:06Z
monash:M6017,Monash University,M6017,Master of Occupational Therapy Practice,master,"Faculty of Medicine, Nursing and Health Sciences",2026,079265M,96,2 Years,Peninsula,,7.0,6.5,94,65,65.0,,,https://handbook.monash.edu/2026/courses/M6017,2025-09-28T02:02:34,2026-09-02T00:24:07Z
monash:M6018,Monash University,M6018,Bachelor of Medical Science and Doctor of Medicine,bachelor,"Faculty of Medicine, Nursing and Health Sciences",2026,0101541,240,4 Years,"School leaver entry - Clayton, Bendigo, Malaysia Graduate entry only available in Australia (Churchill campus of Federation University)",,7.0,6.5,94,65,,,,https://handbook.monash.edu/2026/courses/M6018,2026-04-08T23:37:07,2026-09-02T00:24:08Z
monash:M6021,Monash University,M6021,Master of Public Health,master,"Faculty of Medicine, Nursing and Health Sciences",2026,,72,,"Monash Pearson Online (This course is not available to international students who are holders of an Australian student visa, for study onshore in Australia. However holders of some other categories of Australian visas living in Australia, and students studying off-campus by distance learning and living outside of Australia, may be eligible for this course.)",,6.5,6.0,79,58,60.0,,True,https://handbook.monash.edu/2026/courses/M6021,2026-07-23T06:14:18,2026-09-02T00:24:10Z
monash:M6024,Monash University,M6024,Master of Public Health (Global and Planetary Health) Master of Public Health (Health Economics) Master of Public Health (Research) Master of Public Health (Health Policy) Master of Public Health (Epidemiology) Master of Public Health Master of Public Health (Health Promotion),research,"Faculty of Medicine, Nursing and Health Sciences",2026,094880G,96,2 Years,Alfred Hospital (on-campus / multi-modal - This course is only available to international students in on-campus mode. All students are required to attend a number of compulsory on-campus/on-site study days.),,6.5,6.0,79,58,60.0,,True,https://handbook.monash.edu/2026/courses/M6024,2026-07-07T01:21:09,2026-09-02T00:24:12Z
monash:M6025,Monash University,M6025,Master of Biostatistics,master,"Faculty of Medicine, Nursing and Health Sciences",2026,,72,1.5 Years,Alfred Hospital,,6.5,6.0,79,58,,,,https://handbook.monash.edu/2026/courses/M6025,2025-07-22T04:38:55,2026-09-02T00:24:14Z
monash:M6026,Monash University,M6026,Master of Occupational and Environmental Health,master,"Faculty of Medicine, Nursing and Health Sciences",2026,028957E,72,1.5 Years,Alfred Hospital This course is only available to international students in on-campus mode. All students are required to attend a number of compulsory blocks of on-campus/on-site study days.,,6.5,6.0,79,58,50.0,,True,https://handbook.monash.edu/2026/courses/M6026,2025-09-17T23:08:55,2026-09-02T00:24:15Z
monash:M6028,Monash University,M6028,Master of Clinical Research (Translational Medicine) Master of Clinical Research,research,"Faculty of Medicine, Nursing and Health Sciences",2026,102718B,96,2 Years,Alfred Hospital (multi-modal),,6.5,6.0,79,58,60.0,,True,https://handbook.monash.edu/2026/courses/M6028,2026-05-29T03:57:27,2026-09-02T00:24:16Z
monash:M6030,Monash University,M6030,Master of Biotechnology,master,"Faculty of Medicine, Nursing and Health Sciences",2026,095646J,96,2 Years,Clayton,,6.5,,79,58,60.0,,,https://handbook.monash.edu/2026/courses/M6030,2026-05-21T04:00:15,2026-09-02T00:24:17Z
monash:M6031,Monash University,M6031,Master of Nurse Practitioner Master of Advanced Clinical Nursing,master,"Faculty of Medicine, Nursing and Health Sciences",2026,,72,1.5 Years,"Clayton, Peninsula",,6.5,,79,58,,,,https://handbook.monash.edu/2026/courses/M6031,2025-11-09T23:45:23,2026-09-02T00:24:19Z
monash:M6032,Monash University,M6032,Doctor of Physiotherapy,research,"Faculty of Medicine, Nursing and Health Sciences",2026,099968C,144,3 Years,Peninsula Campus,,7.0,6.5,94,65,70.0,distinction,,https://handbook.monash.edu/2026/courses/M6032,2026-04-24T03:18:58,2026-09-02T00:24:20Z
monash:M6034,Monash University,M6034,Master of Health Science,master,"Faculty of Medicine, Nursing and Health Sciences",2026,102999K,48,1 Years,,,6.5,6.0,79,58,,,True,https://handbook.monash.edu/2026/courses/M6034,2026-05-29T03:44:01,2026-09-02T00:24:23Z
monash:M6035,Monash University,M6035,Master of Wound Care,master,"Faculty of Medicine, Nursing and Health Sciences",2026,,72,,"Parkville (This course is not available to international students who are holders of an Australian student visa and temporarily residing in Australia. However, students holding some other categories of Australian visas or studying off-campus by distance learning and living outside of Australia, may be eligible for this course.)",,7.0,7.0,98,65,,,,https://handbook.monash.edu/2026/courses/M6035,2025-11-18T02:42:45,2026-09-02T00:24:23Z
monash:M6036,Monash University,M6036,Master of Health Data Analytics,master,"Faculty of Medicine, Nursing and Health Sciences",2026,106844H,96,2 Years,,,6.5,6.0,79,58,60.0,,,https://handbook.monash.edu/2026/courses/M6036,2025-12-07T23:56:01,2026-09-02T00:24:25Z
monash:M6038,Monash University,M6038,Master of Health Professions Education,master,"Faculty of Medicine, Nursing and Health Sciences",2026,,72,,,,7.0,6.5,94,65,50.0,,,https://handbook.monash.edu/2026/courses/M6038,2025-11-18T02:13:50,2026-09-02T00:24:26Z
monash:M6039,Monash University,M6039,Master of Clinical Simulation,master,"Faculty of Medicine, Nursing and Health Sciences",2026,,72,,,,7.0,6.5,94,65,50.0,,,https://handbook.monash.edu/2026/courses/M6039,2025-11-25T02:53:18,2026-09-02T00:24:28Z
monash:M6041,Monash University,M6041,Master of Public Health,master,"Faculty of Medicine, Nursing and Health Sciences",2026,,96,2 Years,,,6.5,6.0,79,58,60.0,,True,https://handbook.monash.edu/2026/courses/M6041,2026-01-23T04:03:14,2026-09-02T00:24:30Z
monash:M6043,Monash University,M6043,Doctor of Podiatric Medicine,research,"Faculty of Medicine, Nursing and Health Sciences",2026,109147J,144,3 Years,,,7.0,6.5,94,65,70.0,distinction,,https://handbook.monash.edu/2026/courses/M6043,2025-12-05T00:49:32,2026-09-02T00:24:32Z
monash:M6046,Monash University,M6046,Master of Clinical Psychology,master,"Faculty of Medicine, Nursing and Health Sciences",2026,118465J,96,2 Years,,,7.0,7.0,98,65,,,,https://handbook.monash.edu/2026/courses/M6046,2025-11-25T02:09:59,2026-09-02T00:24:34Z
monash:M6047,Monash University,M6047,Master of Clinical Psychology,master,"Faculty of Medicine, Nursing and Health Sciences",2026,,102,2 Years,,,6.5,,79,58,70.0,,,https://handbook.monash.edu/2026/courses/M6047,2026-03-16T23:37:17,2026-09-02T00:24:36Z
monash:M6049,Monash University,M6049,Master of Bioinformatics,master,"Faculty of Medicine, Nursing and Health Sciences",2026,116951M,96,2 Years,,,7.0,6.5,94,65,,,True,https://handbook.monash.edu/2026/courses/M6049,2026-05-21T04:21:29,2026-09-02T00:24:38Z
monash:M6050,Monash University,M6050,Master of Cardiovascular Perfusion,master,"Faculty of Medicine, Nursing and Health Sciences",2026,,72,,,,7.0,7.0,98,65,,,,https://handbook.monash.edu/2026/courses/M6050,2026-06-02T01:54:27,2026-09-02T00:24:40Z
monash:M7001,Monash University,M7001,Master of Philosophy,research,"Faculty of Medicine, Nursing and Health Sciences",2026,,,2 Years,,,,,,,,,,https://handbook.monash.edu/2026/courses/M7001,2025-06-18T05:03:35,2026-09-02T00:24:41Z
monash:M8001,Monash University,M8001,Doctor of Philosophy,research,"Faculty of Medicine, Nursing and Health Sciences",2026,105415D,,4 Years,,,,,,,,,,https://handbook.monash.edu/2026/courses/M8001,2025-10-15T04:28:46,2026-09-02T00:24:41Z
monash:M9001,Monash University,M9001,Professional Certificate of Health Professions Education,other,"Faculty of Medicine, Nursing and Health Sciences",2026,,12,,,,7.0,6.5,94,65,50.0,,True,https://handbook.monash.edu/2026/courses/M9001,2025-04-30T03:44:35,2026-09-02T00:24:43Z
monash:M9002,Monash University,M9002,Professional Certificate of Clinical Simulation,other,"Faculty of Medicine, Nursing and Health Sciences",2026,,12,,,,7.0,6.5,94,65,50.0,,True,https://handbook.monash.edu/2026/courses/M9002,2025-04-30T03:46:02,2026-09-02T00:24:45Z
monash:M9003,Monash University,M9003,Professional Certificate of Public Health,other,"Faculty of Medicine, Nursing and Health Sciences",2026,,12,,,,6.5,6.0,79,58,,,,https://handbook.monash.edu/2026/courses/M9003,2025-07-25T05:44:59,2026-09-02T00:24:45Z
monash:M9005,Monash University,M9005,Professional Certificate of Human Behaviour and Applied Research,research,"Faculty of Medicine, Nursing and Health Sciences",2026,,12,,,,6.5,6.0,79,58,,,,https://handbook.monash.edu/2026/courses/M9005,2026-01-19T23:26:14,2026-09-02T00:24:47Z
monash:P2001,Monash University,P2001,Bachelor of Pharmaceutical Science,bachelor,Faculty of Pharmacy and Pharmaceutical Sciences,2026,058486E,144,3 Years,Parkville,,6.5,6.0,79,58,,,,https://handbook.monash.edu/2026/courses/P2001,2025-10-31T01:15:54,2026-09-02T00:24:51Z
monash:P3001,Monash University,P3001,Bachelor of Pharmacy (Honours) Bachelor of Pharmacy (Honours) (Scholars Program),bachelor,Faculty of Pharmacy and Pharmaceutical Sciences,2026,082370F,192,4 Years,"Malaysia, Parkville",,6.5,6.0,79,58,,,,https://handbook.monash.edu/2026/courses/P3001,2025-09-01T01:31:38,2026-09-02T00:24:52Z
monash:P3002,Monash University,P3002,Bachelor of Pharmaceutical Science Advanced (Honours) Bachelor of Pharmaceutical Science Advanced (Honours) (Scholars Program),bachelor,Faculty of Pharmacy and Pharmaceutical Sciences,2026,077237J,192,4 Years,Parkville,,6.5,6.0,79,58,,,,https://handbook.monash.edu/2026/courses/P3002,2025-10-31T01:30:54,2026-09-02T00:24:53Z
monash:P3701,Monash University,P3701,Bachelor of Pharmaceutical Science (Honours),bachelor,Faculty of Pharmacy and Pharmaceutical Sciences,2026,084607G,48,1 Years,Parkville,,6.5,6.0,79,58,70.0,,,https://handbook.monash.edu/2026/courses/P3701,2025-08-04T06:23:50,2026-09-02T00:24:56Z
monash:P4001,Monash University,P4001,Graduate Certificate of Pharmacy Practice,graduate_certificate,Faculty of Pharmacy and Pharmaceutical Sciences,2026,,24,,Parkville,,7.0,7.0,98,65,,,,https://handbook.monash.edu/2026/courses/P4001,2025-09-03T02:45:46,2026-09-02T00:24:57Z
monash:P4005,Monash University,P4005,Graduate Certificate of Advanced Pharmacy Practice,graduate_certificate,Faculty of Pharmacy and Pharmaceutical Sciences,2026,,24,,,,7.0,7.0,98,65,,,,https://handbook.monash.edu/2026/courses/P4005,2025-09-04T00:15:48,2026-09-02T00:24:59Z
monash:P4006,Monash University,P4006,Graduate Certificate of Pharmacist Prescribing,graduate_certificate,Faculty of Pharmacy and Pharmaceutical Sciences,2026,,24,,,,,,,,,,,https://handbook.monash.edu/2026/courses/P4006,2025-11-20T04:58:42,2026-09-02T00:25:00Z
monash:P6001,Monash University,P6001,Bachelor of Pharmacy (Honours) (Scholars Program) Master of Pharmacy Bachelor of Pharmacy (Honours),bachelor,Faculty of Pharmacy and Pharmaceutical Sciences,2026,089709E,216,5 Years,Parkville,,6.5,6.0,79,58,,,,https://handbook.monash.edu/2026/courses/P6001,2025-09-01T01:27:34,2026-09-02T00:25:01Z
monash:P6005,Monash University,P6005,Master of Pharmaceutical Science,master,Faculty of Pharmacy and Pharmaceutical Sciences,2026,105950C,96,2 Years,,,6.5,6.0,79,58,60.0,,,https://handbook.monash.edu/2026/courses/P6005,2025-09-04T00:55:51,2026-09-02T00:25:05Z
monash:P6006,Monash University,P6006,Master of Global Medicines Development,master,Faculty of Pharmacy and Pharmaceutical Sciences,2026,118224D,72,1.5 Years,,,6.5,6.0,79,58,60.0,,,https://handbook.monash.edu/2026/courses/P6006,2025-09-23T06:37:52,2026-09-02T00:25:06Z
monash:P7001,Monash University,P7001,Master of Philosophy,research,Faculty of Pharmacy and Pharmaceutical Sciences,2026,110788K,,2 Years,,,,,,,,,,https://handbook.monash.edu/2026/courses/P7001,2025-06-18T05:08:34,2026-09-02T00:25:08Z
monash:P9001,Monash University,P9001,Professional Certificate of Advanced Pharmacy Practice,other,Faculty of Pharmacy and Pharmaceutical Sciences,2026,,12,,,,7.0,7.0,98,65,,,,https://handbook.monash.edu/2026/courses/P9001,2025-09-04T00:33:29,2026-09-02T00:25:08Z
monash:S2000,Monash University,S2000,Bachelor of Science,bachelor,Faculty of Science,2026,017092G,144,3 Years,"Clayton, Malaysia",,6.5,6.0,79,58,,,,https://handbook.monash.edu/2026/courses/S2000,2026-06-16T05:17:28,2026-09-02T00:25:09Z
monash:S2003,Monash University,S2003,Bachelor of Global Studies Bachelor of Science,bachelor,Faculty of Science,2026,083405C,192,4 Years,Clayton,,6.5,6.0,79,58,,,,https://handbook.monash.edu/2026/courses/S2003,2025-12-15T04:04:38,2026-09-02T00:25:11Z
monash:S2004,Monash University,S2004,Bachelor of Computer Science in Cybersecurity Bachelor of Computer Science in Data Science Bachelor of Computer Science Bachelor of Computer Science in Artificial Intelligence Bachelor of Science,bachelor,Faculty of Science,2026,082580G,192,4 Years,Clayton,,6.5,6.0,79,58,,,,https://handbook.monash.edu/2026/courses/S2004,2026-07-20T06:40:28,2026-09-02T00:25:13Z
monash:S2005,Monash University,S2005,Bachelor of Science Bachelor of Music,bachelor,Faculty of Science,2026,085488A,192,4 Years,Clayton,,6.5,6.0,79,58,,,,https://handbook.monash.edu/2026/courses/S2005,2025-09-08T02:09:36,2026-09-02T00:25:13Z
monash:S2006,Monash University,S2006,Bachelor of Arts Bachelor of Science,bachelor,Faculty of Science,2026,003968G,192,4 Years,Clayton,,6.5,6.0,79,58,,,,https://handbook.monash.edu/2026/courses/S2006,2025-08-05T05:10:22,2026-09-02T00:25:14Z
monash:S2007,Monash University,S2007,Bachelor of Biomedical Science Bachelor of Science,bachelor,Faculty of Science,2026,056079C,192,4 Years,Clayton,,6.5,,79,58,,,,https://handbook.monash.edu/2026/courses/S2007,2025-07-31T11:56:58,2026-09-02T00:25:15Z
monash:S2008,Monash University,S2008,Bachelor of Medical Bioscience,bachelor,Faculty of Science,2026,,144,3 Years,Malaysia,,6.5,6.0,79,58,,,,https://handbook.monash.edu/2026/courses/S2008,2025-09-01T02:18:35,2026-09-02T00:25:17Z
monash:S2009,Monash University,S2009,Bachelor of Food Science and Technology,bachelor,Faculty of Science,2026,,144,3 Years,Malaysia,,6.5,6.0,79,58,,,,https://handbook.monash.edu/2026/courses/S2009,2025-09-01T02:34:47,2026-09-02T00:25:19Z
monash:S2010,Monash University,S2010,Bachelor of Applied Data Science,bachelor,Faculty of Science,2026,099359F,144,3 Years,Clayton,,6.5,6.0,79,58,,,,https://handbook.monash.edu/2026/courses/S2010,2025-11-17T23:05:19,2026-09-02T00:25:19Z
monash:S3001,Monash University,S3001,Bachelor of Science Advanced - Global Challenges (Honours),bachelor,Faculty of Science,2026,083682D,192,4 Years,Clayton,,7.0,6.5,94,65,,,,https://handbook.monash.edu/2026/courses/S3001,2026-07-20T05:48:27,2026-09-02T00:25:21Z
monash:S3002,Monash University,S3002,Bachelor of Science Advanced - Research (Honours),bachelor,Faculty of Science,2026,083681E,192,4 Years,Clayton,,7.0,6.5,94,65,,,,https://handbook.monash.edu/2026/courses/S3002,2026-02-09T01:40:50,2026-09-02T00:25:21Z
monash:S3003,Monash University,S3003,Bachelor of Applied Data Science Advanced (Honours),bachelor,Faculty of Science,2026,099360B,192,4 Years,Clayton,,6.5,6.0,79,58,,,,https://handbook.monash.edu/2026/courses/S3003,2026-03-03T02:47:03,2026-09-02T00:25:23Z
monash:S3701,Monash University,S3701,Bachelor of Science (Honours),bachelor,Faculty of Science,2026,030489K,48,1 Years,"Clayton, Malaysia",,6.5,6.0,79,58,,distinction,,https://handbook.monash.edu/2026/courses/S3701,2026-06-23T04:39:09,2026-09-02T00:25:24Z
monash:S4003,Monash University,S4003,Graduate Certificate of Food Science and Agribusiness,graduate_certificate,Faculty of Science,2026,107728D,24,0.5 Years,,,6.5,6.0,79,58,60.0,,,https://handbook.monash.edu/2026/courses/S4003,2025-07-26T10:33:19,2026-09-02T00:25:26Z
monash:S4005,Monash University,S4005,Graduate Certificate of Green Chemistry and Sustainable Technologies,graduate_certificate,Faculty of Science,2026,109385F,24,0.5 Years,,,6.5,6.0,79,58,60.0,,,https://handbook.monash.edu/2026/courses/S4005,2026-01-06T05:54:42,2026-09-02T00:25:28Z
monash:S4006,Monash University,S4006,Graduate Certificate of Innovation for Sustainability,graduate_certificate,Faculty of Science,2026,,24,,,,6.5,6.0,79,58,,,,https://handbook.monash.edu/2026/courses/S4006,2025-07-21T01:06:55,2026-09-02T00:25:30Z
monash:S4007,Monash University,S4007,Graduate Certificate of Genome Analytics,graduate_certificate,Faculty of Science,2026,107734F,24,,,,6.5,6.0,79,58,60.0,,True,https://handbook.monash.edu/2026/courses/S4007,2025-08-20T23:51:05,2026-09-02T00:25:31Z
monash:S4009,Monash University,S4009,Graduate Certificate of Behaviour Change,graduate_certificate,Faculty of Science,2026,,24,,,,6.5,6.0,79,58,50.0,,,https://handbook.monash.edu/2026/courses/S4009,2025-10-17T08:41:22,2026-09-02T00:25:31Z
monash:S4010,Monash University,S4010,Graduate Certificate of Mathematics,graduate_certificate,Faculty of Science,2026,,24,0.5 Years,,,6.5,6.0,79,58,65.0,,,https://handbook.monash.edu/2026/courses/S4010,2025-07-26T02:16:09,2026-09-02T00:25:33Z
monash:S5008,Monash University,S5008,Graduate Diploma of Genome Analytics,graduate_diploma,Faculty of Science,2026,107735E,48,1 Years,,,6.5,6.0,79,58,60.0,,True,https://handbook.monash.edu/2026/courses/S5008,2025-08-20T23:58:28,2026-09-02T00:25:35Z
monash:S6000,Monash University,S6000,Master of Science in Physics Master of Science in Atmospheric Science Master of Science in Astrophysics Master of Science in Earth Science,master,Faculty of Science,2026,096867K,96,2 Years,Clayton,,6.5,6.0,79,58,65.0,,True,https://handbook.monash.edu/2026/courses/S6000,2026-06-23T02:51:36,2026-09-02T00:25:35Z
monash:S6001,Monash University,S6001,Master of Financial Mathematics,master,Faculty of Science,2026,086157A,96,2 Years,Clayton,,6.5,6.0,79,58,65.0,credit,,https://handbook.monash.edu/2026/courses/S6001,2025-11-24T23:44:12,2026-09-02T00:25:36Z
monash:S6002,Monash University,S6002,Master of Environment and Sustainability,master,Faculty of Science,2026,089231E,96,2 Years,Clayton,,6.5,6.0,79,58,60.0,,True,https://handbook.monash.edu/2026/courses/S6002,2026-06-29T06:26:10,2026-09-02T00:25:37Z
monash:S6003,Monash University,S6003,Master of Mathematics,master,Faculty of Science,2026,096868J,96,2 Years,Clayton,,6.5,6.0,79,58,65.0,,,https://handbook.monash.edu/2026/courses/S6003,2025-10-15T04:26:52,2026-09-02T00:25:39Z
monash:S6004,Monash University,S6004,Master of Food Science and Agribusiness,master,Faculty of Science,2026,099361A,96,2 Years,Clayton,,6.5,6.0,79,58,60.0,,,https://handbook.monash.edu/2026/courses/S6004,2026-06-03T05:53:58,2026-09-02T00:25:41Z
monash:S6005,Monash University,S6005,Master of Genome Analytics,master,Faculty of Science,2026,0101962,96,2 Years,,,6.5,6.0,79,58,60.0,,True,https://handbook.monash.edu/2026/courses/S6005,2025-08-28T06:08:40,2026-09-02T00:25:41Z
monash:S6006,Monash University,S6006,Master of Green Chemistry and Sustainable Technologies,master,Faculty of Science,2026,109386E,96,2 Years,,,6.5,6.0,79,58,60.0,,True,https://handbook.monash.edu/2026/courses/S6006,2025-08-28T04:15:25,2026-09-02T00:25:43Z
monash:S6007,Monash University,S6007,Master of Geographical Information Science and Technology,master,Faculty of Science,2026,112792J,96,2 Years,,,6.5,6.0,79,58,60.0,,,https://handbook.monash.edu/2026/courses/S6007,2026-06-29T06:39:40,2026-09-02T00:25:43Z
monash:S6010,Monash University,S6010,Master of Sustainability,master,Faculty of Science,2026,,72,1.5 Years,,,6.5,6.0,79,58,60.0,,True,https://handbook.monash.edu/2026/courses/S6010,2025-12-18T22:19:32,2026-09-02T00:25:47Z
monash:S6011,Monash University,S6011,Master of Behaviour and Systemic Change,master,Faculty of Science,2026,115304F,72,1.5 Years,,,6.5,6.0,79,58,60.0,,True,https://handbook.monash.edu/2026/courses/S6011,2026-05-04T06:50:32,2026-09-02T00:25:48Z
monash:S7001,Monash University,S7001,Master of Philosophy,research,Faculty of Science,2026,110787M,,2 Years,,,6.5,,,58,,,,https://handbook.monash.edu/2026/courses/S7001,2025-06-18T05:09:24,2026-09-02T00:25:50Z
monash:S8001,Monash University,S8001,Doctor of Philosophy,research,Faculty of Science,2026,096916F,,4 Years,,,6.5,,,58,,,,https://handbook.monash.edu/2026/courses/S8001,2025-08-12T06:43:10,2026-09-02T00:25:51Z
monash:S8003,Monash University,S8003,Doctor of Philosophy,research,Faculty of Science,2026,096917E,,4 Years,,,6.5,,,58,,,,https://handbook.monash.edu/2026/courses/S8003,2025-08-12T07:01:56,2026-09-02T00:25:53Z
monash:U0401,Monash University,U0401,N/A non award pathway program,other,Office of the DVC Education and Senior VP,2026,117708C,24,4 Months,,,,,,,,,,https://handbook.monash.edu/2026/courses/U0401,2026-03-30T23:13:22,2026-09-02T00:25:53Z
monash:U0601,Monash University,U0601,Diploma of Arts (Education) Diploma of Arts,other,Office of the DVC Education and Senior VP,2026,116952K,96,2 Years,,,5.5,5.0,52,,,,,https://handbook.monash.edu/2026/courses/U0601,2026-03-30T23:18:38,2026-09-02T00:25:55Z
monash:U0602,Monash University,U0602,Diploma of Art and Design,other,Office of the DVC Education and Senior VP,2026,116953J,96,2 Years,,,5.5,5.0,52,,,,,https://handbook.monash.edu/2026/courses/U0602,2026-03-30T23:30:12,2026-09-02T00:25:56Z
monash:U0603,Monash University,U0603,Diploma of Business (Education) Diploma of Business,other,Office of the DVC Education and Senior VP,2026,116957E,96,2 Years,,,5.5,5.0,52,,,,,https://handbook.monash.edu/2026/courses/U0603,2026-03-30T23:35:39,2026-09-02T00:25:57Z
monash:U0604,Monash University,U0604,Diploma of Engineering,other,Office of the DVC Education and Senior VP,2026,116958D,102,2 Years,,,5.5,5.0,52,,,,,https://handbook.monash.edu/2026/courses/U0604,2026-03-30T23:36:39,2026-09-02T00:25:58Z
monash:U0605,Monash University,U0605,Diploma of Information Technology,other,Office of the DVC Education and Senior VP,2026,116961J,96,2 Years,,,5.5,5.0,52,,,,,https://handbook.monash.edu/2026/courses/U0605,2026-03-30T23:32:58,2026-09-02T00:25:59Z
monash:U0606,Monash University,U0606,Diploma of Science (Education) Diploma of Science,other,Office of the DVC Education and Senior VP,2026,116962H,96,2 Years,,,5.5,5.0,52,,,,,https://handbook.monash.edu/2026/courses/U0606,2026-03-30T23:27:59,2026-09-02T00:26:01Z
unsw:1404,UNSW Sydney,1404,Master of Psychology (Clinical) - MPsychol(Clin) Doctor of Philosophy - PhD,research,Faculty of Science,2027,028106D,144,,Sydney,Term 1,,,,,,,,https://www.handbook.unsw.edu.au/postgraduate/programs/2027/1404,,2026-09-02T00:26:02Z
unsw:1405,UNSW Sydney,1405,Master of Psychology (Forensic) - MPsychol(For) Doctor of Philosophy - PhD,research,Faculty of Science,2027,028106D,144,,Sydney,Term 1,,,,,,,,https://www.handbook.unsw.edu.au/postgraduate/programs/2027/1405,,2026-09-02T00:26:03Z
unsw:3133,UNSW Sydney,3133,Bachelor of Engineering (Honours) - BE(Hons) Master of Biomedical Engineering - MBiomedE,bachelor,Faculty of Science,2027,088840K,240,,Sydney,Term 1; Term 2; Term 3,,,,,,,,https://www.handbook.unsw.edu.au/postgraduate/programs/2027/3133,,2026-09-02T00:26:04Z
unsw:3182,UNSW Sydney,3182,Bachelor of Vision Science - BVisSc Master of Clinical Optometry - MClinOptom,bachelor,Faculty of Medicine and Health,2027,092960A,240,,Sydney,Term 1,,,,,,,,https://www.handbook.unsw.edu.au/postgraduate/programs/2027/3182,,2026-09-02T00:26:05Z
unsw:3768,UNSW Sydney,3768,Bachelor of Engineering (Honours) - BE (Hons) Master of Biomedical Engineering - MBiomedE,bachelor,Faculty of Engineering,2027,085911B,240,,Sydney,Term 1; Term 2; Term 3,,,,,,,,https://www.handbook.unsw.edu.au/postgraduate/programs/2027/3768,,2026-09-02T00:26:06Z
unsw:3894,UNSW Sydney,3894,Bachelor of Nutrition - BNutr Master of Dietetics and Food Innovation - MDietFoodInnov,bachelor,Faculty of Medicine and Health,2027,109397B,240,,Sydney,Term 1,,,,,,,,https://www.handbook.unsw.edu.au/postgraduate/programs/2027/3894,,2026-09-02T00:26:08Z
unsw:3895,UNSW Sydney,3895,Bachelor of Pharmaceutical Medicine - BPharmMed Master of Pharmacy - MPharm,bachelor,Faculty of Medicine and Health,2027,109398A,240,,Sydney,Term 1,,,,,,,,https://www.handbook.unsw.edu.au/postgraduate/programs/2027/3895,,2026-09-02T00:26:09Z
unsw:3896,UNSW Sydney,3896,Bachelor of Exercise Science - BExSci Master of Physiotherapy and Exercise Physiology - MPhysioExPhys,bachelor,Faculty of Medicine and Health,2027,109399M,240,,Sydney,Term 1,,,,,,,,https://www.handbook.unsw.edu.au/postgraduate/programs/2027/3896,,2026-09-02T00:26:10Z
unsw:3897,UNSW Sydney,3897,Bachelor of Applied Exercise Science - BAppExSci Master of Clinical Exercise Physiology - MClinExPhys,bachelor,Faculty of Medicine and Health,2027,110656M,216,,Sydney,Term 1,,,,,,,,https://www.handbook.unsw.edu.au/postgraduate/programs/2027/3897,,2026-09-02T00:26:11Z
unsw:5036,UNSW Sydney,5036,Graduate Diploma in Food Science - GDipFoodSc,graduate_diploma,Faculty of Engineering,2027,113780E,72,,Sydney,Term 1; Term 2; Term 3,,,,,65.0,credit,True,https://www.handbook.unsw.edu.au/postgraduate/programs/2027/5036,,2026-09-02T00:26:12Z
unsw:5046,UNSW Sydney,5046,Graduate Diploma in Mine Ventilation - GDipMineVent,graduate_diploma,Faculty of Engineering,2027,117246F,48,,Sydney,Term 2,,,,,,,True,https://www.handbook.unsw.edu.au/postgraduate/programs/2027/5046,,2026-09-02T00:26:15Z
