program_key,university,code,title,level,faculty,handbook_year,cricos_code,credit_points,duration_full_time,campus,intakes,ielts_overall,ielts_min_band,toefl_ibt,pte_overall,min_wam_percent,min_grade_band,requires_cognate_degree,source_url,source_updated_at,fetched_at
monash:A0001,Monash University,A0001,N/A - non-award enabling program,other,Faculty of Arts,2026,,36,1 Years,Clayton,,,,,,,,,https://handbook.monash.edu/2026/courses/A0001,2025-08-14T06:31:54,2026-09-02T00:14:40Z
monash:A0501,Monash University,A0501,Diploma of Languages,other,Faculty of Arts,2026,,48,1 Years,"Caulfield, Clayton",,,,,,,,,https://handbook.monash.edu/2026/courses/A0501,2025-04-30T23:42:52,2026-09-02T00:14:41Z
monash:A0502,Monash University,A0502,Diploma of Liberal Arts,other,Faculty of Arts,2026,,48,1 Years,"Caulfield, Clayton",,,,,,,,,https://handbook.monash.edu/2026/courses/A0502,2025-04-30T23:43:09,2026-09-02T00:14:42Z
monash:A0503,Monash University,A0503,Diploma of Higher Education Studies,other,Faculty of Arts,2026,,48,1 Years,Malaysia,,6.5,6.0,79,58,,,,https://handbook.monash.edu/2026/courses/A0503,2026-01-22T00:04:03,2026-09-02T00:14:43Z
monash:A2000,Monash University,A2000,Bachelor of Arts,bachelor,Faculty of Arts,2026,075404D,144,3 Years,"Caulfield, Clayton",,6.5,6.0,79,58,,,,https://handbook.monash.edu/2026/courses/A2000,2026-05-01T03:50:35,2026-09-02T00:14:44Z
monash:A2001,Monash University,A2001,Bachelor of Global Studies,bachelor,Faculty of Arts,2026,083203B,144,3 Years,Clayton,,6.5,6.0,79,58,,,,https://handbook.monash.edu/2026/courses/A2001,2026-01-19T05:45:52,2026-09-02T00:14:46Z
monash:A2002,Monash University,A2002,Bachelor of Media Communication,bachelor,Faculty of Arts,2026,093854F,144,3 Years,Caulfield,,6.5,6.0,79,58,,,,https://handbook.monash.edu/2026/courses/A2002,2026-04-19T23:46:32,2026-09-02T00:14:47Z
monash:A2003,Monash University,A2003,Bachelor of Music,bachelor,Faculty of Arts,2026,017113G,144,3 Years,Clayton,,6.5,6.0,79,58,,,,https://handbook.monash.edu/2026/courses/A2003,2025-09-29T06:26:02,2026-09-02T00:14:48Z
monash:A2004,Monash University,A2004,Bachelor of Music Bachelor of Arts,bachelor,Faculty of Arts,2026,041539C,192,4 Years,Clayton,,6.5,6.0,79,58,,,,https://handbook.monash.edu/2026/courses/A2004,2025-08-30T00:16:07,2026-09-02T00:14:49Z
monash:A2005,Monash University,A2005,Bachelor of Arts Bachelor of Fine Art Bachelor of Art History and Curating,bachelor,Faculty of Arts,2026,075402F,192,4 Years,Caulfield,,6.5,6.0,79,58,,,,https://handbook.monash.edu/2026/courses/A2005,2025-09-09T07:32:25,2026-09-02T00:14:51Z
monash:A2006,Monash University,A2006,Bachelor of Arts and Social Sciences,bachelor,Faculty of Arts,2026,,144,3 Years,Malaysia,,6.5,6.0,79,58,,,,https://handbook.monash.edu/2026/courses/A2006,2025-12-11T21:24:07,2026-09-02T00:14:52Z
monash:A2008,Monash University,A2008,Bachelor of Criminology,bachelor,Faculty of Arts,2026,096756F,144,3 Years,"Clayton, Caulfield",,6.5,6.0,79,58,,,,https://handbook.monash.edu/2026/courses/A2008,2025-10-06T00:16:16,2026-09-02T00:14:53Z
monash:A2009,Monash University,A2009,Bachelor of Criminology Bachelor of Information Technology,bachelor,Faculty of Arts,2026,097659K,192,4 Years,Clayton,,6.5,6.0,79,58,,,,https://handbook.monash.edu/2026/courses/A2009,2025-11-12T03:46:36,2026-09-02T00:14:54Z
monash:A2010,Monash University,A2010,"Bachelor of Politics, Philosophy and Economics",bachelor,Faculty of Arts,2026,0100405,144,3 Years,Clayton,,6.5,6.0,79,58,,,,https://handbook.monash.edu/2026/courses/A2010,2026-02-23T04:08:23,2026-09-02T00:14:55Z
monash:A2011,Monash University,A2011,Bachelor of Digital Media and Communication,bachelor,Faculty of Arts,2026,,144,3 Years,Malaysia,,6.5,6.0,79,58,,,,https://handbook.monash.edu/2026/courses/A2011,2025-09-28T03:31:41,2026-09-02T00:14:57Z
monash:A2012,Monash University,A2012,Bachelor of Criminology Bachelor of Arts,bachelor,Faculty of Arts,2026,0101331,192,4 Years,,,6.5,6.0,79,58,,,,https://handbook.monash.edu/2026/courses/A2012,2025-09-01T06:06:09,2026-09-02T00:14:58Z
monash:A2013,Monash University,A2013,"Bachelor of Arts Bachelor of Politics, Philosophy and Economics",bachelor,Faculty of Arts,2026,102352E,192,4 Years,,,6.5,6.0,79,58,,,,https://handbook.monash.edu/2026/courses/A2013,2026-02-23T04:08:54,2026-09-02T00:14:59Z
monash:A2014,Monash University,A2014,Bachelor of Criminology and Policing,bachelor,Faculty of Arts,2026,,144,3 Years,,,6.5,6.0,79,58,,,,https://handbook.monash.edu/2026/courses/A2014,2026-02-18T04:31:37,2026-09-02T00:15:00Z
monash:A2015,Monash University,A2015,Bachelor of Global Studies Bachelor of Information Technology,bachelor,Faculty of Arts,2026,103004F,192,4 Years,,,6.5,6.0,79,58,,,,https://handbook.monash.edu/2026/courses/A2015,2026-02-23T04:05:03,2026-09-02T00:15:01Z
monash:A2017,Monash University,A2017,Bachelor of Health Sciences Bachelor of Arts,bachelor,Faculty of Arts,2026,111153D,192,4 Years,,,6.5,6.0,79,58,,,,https://handbook.monash.edu/2026/courses/A2017,2025-08-29T01:12:02,2026-09-02T00:15:03Z
monash:A2018,Monash University,A2018,Bachelor of Global Studies Bachelor of Arts,bachelor,Faculty of Arts,2026,113071A,192,4 Years,,,6.5,6.0,79,58,,,,https://handbook.monash.edu/2026/courses/A2018,2025-11-12T03:43:52,2026-09-02T00:15:04Z
monash:A2019,Monash University,A2019,Bachelor of Media Communication Bachelor of Arts,bachelor,Faculty of Arts,2026,113072M,192,4 Years,,,6.5,6.0,79,58,,,,https://handbook.monash.edu/2026/courses/A2019,2025-08-29T01:11:18,2026-09-02T00:15:05Z
monash:A2020,Monash University,A2020,Bachelor of International Relations,bachelor,Faculty of Arts,2026,114243M,144,3 Years,,,6.5,6.0,79,58,,,,https://handbook.monash.edu/2026/courses/A2020,2025-12-11T21:36:47,2026-09-02T00:15:06Z
monash:A2021,Monash University,A2021,Bachelor of Media Communication Bachelor of Music,bachelor,Faculty of Arts,2026,117270F,192,4 Years,,,6.5,6.0,79,58,,,,https://handbook.monash.edu/2026/courses/A2021,2025-09-29T06:31:34,2026-09-02T00:15:07Z
monash:A3701,Monash University,A3701,Bachelor of Arts (Honours),bachelor,Faculty of Arts,2026,084608F,48,1 Years,"Caulfield, Clayton, Malaysia",,6.5,6.0,79,58,75.0,,,https://handbook.monash.edu/2026/courses/A3701,2025-10-10T03:07:44,2026-09-02T00:15:09Z
monash:A3702,Monash University,A3702,Bachelor of Music (Honours),bachelor,Faculty of Arts,2026,084610A,48,1 Years,Clayton,,6.5,6.0,79,58,75.0,,,https://handbook.monash.edu/2026/courses/A3702,2025-12-11T21:56:27,2026-09-02T00:15:10Z
monash:A4003,Monash University,A4003,Graduate Certificate of Bioethics,graduate_certificate,Faculty of Arts,2026,,24,0.5 Years,,,6.5,6.0,79,58,50.0,,,https://handbook.monash.edu/2026/courses/A4003,2025-05-01T01:56:26,2026-09-02T00:15:11Z
monash:A4006,Monash University,A4006,Graduate Certificate of International Relations,graduate_certificate,Faculty of Arts,2026,097657A,24,0.5 Years,Clayton,,6.5,6.0,79,58,50.0,,,https://handbook.monash.edu/2026/courses/A4006,2025-05-01T03:41:54,2026-09-02T00:15:14Z
monash:A4007,Monash University,A4007,Graduate Certificate of Communications and Media Studies,graduate_certificate,Faculty of Arts,2026,097658M,24,0.5 Years,Caulfield,,6.5,6.0,79,58,50.0,,,https://handbook.monash.edu/2026/courses/A4007,2025-07-28T02:11:51,2026-09-02T00:15:15Z
monash:A4009,Monash University,A4009,Graduate Certificate of International Sustainable Tourism Management,graduate_certificate,Faculty of Arts,2026,0100207,24,0.5 Years,Caulfield,,6.5,6.0,79,58,50.0,,,https://handbook.monash.edu/2026/courses/A4009,2026-02-23T03:45:02,2026-09-02T00:15:17Z
monash:A4010,Monash University,A4010,Graduate Certificate of Strategic Communications Management,graduate_certificate,Faculty of Arts,2026,0100208,24,0.5 Years,Caulfield,,6.5,6.0,79,58,50.0,,,https://handbook.monash.edu/2026/courses/A4010,2025-05-01T03:48:06,2026-09-02T00:15:18Z
monash:A4011,Monash University,A4011,Graduate Certificate of Public Policy,graduate_certificate,Faculty of Arts,2026,0100209,24,0.5 Years,Clayton,,6.5,6.0,79,58,50.0,,,https://handbook.monash.edu/2026/courses/A4011,2025-05-01T03:46:52,2026-09-02T00:15:20Z
monash:A4012,Monash University,A4012,Graduate Certificate of International Development Practice,graduate_certificate,Faculty of Arts,2026,0100210,24,0.5 Years,Clayton,,6.5,6.0,79,58,50.0,,,https://handbook.monash.edu/2026/courses/A4012,2026-02-23T04:00:03,2026-09-02T00:15:21Z
monash:A4013,Monash University,A4013,Graduate Certificate of Journalism,graduate_certificate,Faculty of Arts,2026,0100364,24,0.5 Years,Caulfield,,6.5,6.0,79,58,50.0,,,https://handbook.monash.edu/2026/courses/A4013,2025-05-01T03:40:36,2026-09-02T00:15:22Z
monash:A4014,Monash University,A4014,Graduate Certificate of Marketing and Digital Communications,graduate_certificate,Faculty of Arts,2026,,24,,,,6.5,6.0,79,58,50.0,,,https://handbook.monash.edu/2026/courses/A4014,2025-08-21T07:40:40,2026-09-02T00:15:23Z
monash:A4015,Monash University,A4015,Graduate Certificate of Public Policy,graduate_certificate,Faculty of Arts,2026,,24,0.5 Years,,,6.5,6.0,79,58,50.0,,,https://handbook.monash.edu/2026/courses/A4015,2026-06-15T03:23:44,2026-09-02T00:15:24Z
monash:A4016,Monash University,A4016,Graduate Certificate of Applied Linguistics,graduate_certificate,Faculty of Arts,2026,,24,,,,6.5,6.0,79,58,50.0,,,https://handbook.monash.edu/2026/courses/A4016,2025-05-01T01:55:01,2026-09-02T00:15:26Z
monash:A4017,Monash University,A4017,Graduate Certificate of Cultural and Creative Industries,graduate_certificate,Faculty of Arts,2026,106433E,24,0.5 Years,,,6.5,6.0,79,58,50.0,,,https://handbook.monash.edu/2026/courses/A4017,2025-10-28T22:24:32,2026-09-02T00:15:27Z
monash:A6001,Monash University,A6001,Master of Applied Linguistics,master,Faculty of Arts,2026,082651G,96,2 Years,Clayton,,6.5,6.0,79,58,60.0,,True,https://handbook.monash.edu/2026/courses/A6001,2025-08-31T23:32:24,2026-09-02T00:15:30Z
monash:A6002,Monash University,A6002,Master of Bioethics,master,Faculty of Arts,2026,082652G,96,2 Years,Clayton,,6.5,6.0,79,58,60.0,,True,https://handbook.monash.edu/2026/courses/A6002,2025-09-01T02:18:32,2026-09-02T00:15:32Z
monash:A6003,Monash University,A6003,Master of Communications and Media Studies,master,Faculty of Arts,2026,082653F,96,2 Years,"Caulfield, Malaysia",,6.5,6.0,79,58,60.0,,True,https://handbook.monash.edu/2026/courses/A6003,2026-01-22T00:27:04,2026-09-02T00:15:33Z
monash:A6004,Monash University,A6004,Master of Cultural and Creative Industries,master,Faculty of Arts,2026,093655B,96,2 Years,Caulfield,,6.5,6.0,79,58,60.0,,True,https://handbook.monash.edu/2026/courses/A6004,2025-12-10T02:29:07,2026-09-02T00:15:34Z
monash:A6006,Monash University,A6006,Master of International Development Practice,master,Faculty of Arts,2026,079175B,96,2 Years,"Caulfield, Clayton",,6.5,6.0,79,58,60.0,,True,https://handbook.monash.edu/2026/courses/A6006,2025-10-30T02:09:57,2026-09-02T00:15:35Z
monash:A6007,Monash University,A6007,Master of Interpreting and Translation Studies,master,Faculty of Arts,2026,089736B,96,2 Years,"Clayton, Suzhou campus China",,6.5,6.0,79,58,60.0,,False,https://handbook.monash.edu/2026/courses/A6007,2026-02-23T03:52:58,2026-09-02T00:15:36Z
monash:A6008,Monash University,A6008,Master of Journalism,master,Faculty of Arts,2026,082656C,96,2 Years,Caulfield,,7.0,6.5,94,65,60.0,,True,https://handbook.monash.edu/2026/courses/A6008,2025-09-03T23:57:25,2026-09-02T00:15:38Z
monash:A6010,Monash University,A6010,Master of International Relations,master,Faculty of Arts,2026,082659M,96,2 Years,"Caulfield, Clayton",,6.5,6.0,79,58,60.0,,True,https://handbook.monash.edu/2026/courses/A6010,2025-09-03T23:35:11,2026-09-02T00:15:39Z
monash:A6011,Monash University,A6011,Master of International Relations Master of Journalism,master,Faculty of Arts,2026,0101140,96,2 Years,Caulfield,,7.0,6.5,94,65,60.0,,True,https://handbook.monash.edu/2026/courses/A6011,2025-12-11T22:41:57,2026-09-02T00:15:41Z
monash:A6012,Monash University,A6012,Master of International Sustainable Tourism Management,master,Faculty of Arts,2026,078909K,96,2 Years,Caulfield,,6.5,6.0,79,58,60.0,,True,https://handbook.monash.edu/2026/courses/A6012,2026-02-23T01:56:34,2026-09-02T00:15:41Z
monash:A6013,Monash University,A6013,Master of International Relations Master of Arts in Chinese Politics and Economy (Shanghai Jiao Tong University),master,Faculty of Arts,2026,088530B,96,2 Years,Clayton and International location,,6.5,6.0,79,58,60.0,,True,https://handbook.monash.edu/2026/courses/A6013,2025-12-11T03:48:38,2026-09-02T00:15:42Z
monash:A6014,Monash University,A6014,Executive Master of Public Administration,master,Faculty of Arts,2026,,72,,Caulfield,,6.5,6.0,79,58,50.0,,True,https://handbook.monash.edu/2026/courses/A6014,2025-09-08T03:45:07,2026-09-02T00:15:44Z
monash:A6015,Monash University,A6015,Master of Journalism (Monash) Master of Arts (Warwick),master,Faculty of Arts,2026,084614G,120,2.5 Years,Caulfield,,7.0,6.5,94,65,60.0,,True,https://handbook.monash.edu/2026/courses/A6015,2025-10-27T03:40:42,2026-09-02T00:15:46Z
monash:A6023,Monash University,A6023,"Master of Interpreting and Translation Studies awarded by Kobe City University of Foreign Studies, Japan Master of Applied Foreign Languages awarded by Jean Moulin Lyon III University, France Master of Interpreting and Translation Studies awarded by Monash University Master of Specialized Translation awarded by the University of Bologna, Italy",master,Faculty of Arts,2026,083175A | 083176M | 079585F | 076777M | 103504H,96,2 Years,Clayton and international location,,6.5,6.0,79,58,60.0,,,https://handbook.monash.edu/2026/courses/A6023,2026-02-23T03:53:36,2026-09-02T00:15:47Z
monash:A6028,Monash University,A6028,Master of Global Public Policy Master of Public Policy,master,Faculty of Arts,2026,105166E,96,2 Years,"Caulfield(not offered at this location for 2019), Clayton",,6.5,6.0,79,58,60.0,,True,https://handbook.monash.edu/2026/courses/A6028,2025-10-29T02:31:49,2026-09-02T00:15:47Z
monash:A6030,Monash University,A6030,Master of Strategic Communications Management,master,Faculty of Arts,2026,099501E,96,2 Years,Caulfield,,6.5,6.0,79,58,60.0,,True,https://handbook.monash.edu/2026/courses/A6030,2025-11-05T03:49:13,2026-09-02T00:15:48Z
monash:A6031,Monash University,A6031,Master of Strategic Communications Management,master,Faculty of Arts,2026,0101138,96,2 Years,,,6.5,6.0,79,58,60.0,,True,https://handbook.monash.edu/2026/courses/A6031,2025-12-11T02:59:05,2026-09-02T00:15:50Z
monash:A6032,Monash University,A6032,Master of Marketing and Digital Communications,master,Faculty of Arts,2026,,72,,,,6.5,6.0,79,58,60.0,,True,https://handbook.monash.edu/2026/courses/A6032,2026-05-06T05:18:22,2026-09-02T00:15:52Z
monash:A6033,Monash University,A6033,Master of Public Policy and Management,master,Faculty of Arts,2026,,72,1.5 Years,,,,,,,60.0,credit,True,https://handbook.monash.edu/2026/courses/A6033,2026-06-15T07:49:18,2026-09-02T00:15:52Z
monash:A6037,Monash University,A6037,MA Public Policy (JGU) Master of Public Policy (Monash),master,Faculty of Arts,2026,111516D,96,2 Years,,,6.5,6.0,,,60.0,,True,https://handbook.monash.edu/2026/courses/A6037,2025-10-29T02:38:58,2026-09-02T00:15:57Z
monash:A6038,Monash University,A6038,Master of International Development Practice (Monash) Master of Arts (International Development Practice) (TISS),master,Faculty of Arts,2026,111517C,96,2 Years,,,6.5,6.0,,,70.0,,True,https://handbook.monash.edu/2026/courses/A6038,2025-12-10T02:49:11,2026-09-02T00:15:57Z
monash:A6039,Monash University,A6039,Master of Marketing and Digital Communications,master,Faculty of Arts,2026,,72,1.5 Years,,,6.5,6.0,79,58,60.0,credit,True,https://handbook.monash.edu/2026/courses/A6039,2025-09-01T06:55:15,2026-09-02T00:15:59Z
monash:A6040,Monash University,A6040,Master of Tourism Planning (ITB) Master of International Sustainable Tourism Management (Monash),master,Faculty of Arts,2026,078909K,96,2 Years,,,6.5,6.0,79,58,60.0,,True,https://handbook.monash.edu/2026/courses/A6040,2026-02-23T03:44:17,2026-09-02T00:16:00Z
monash:A6041,Monash University,A6041,Master of Marketing and Digital Communications Master of Cultural and Creative Industries,master,Faculty of Arts,2026,093655B - Master of Cultural and Creative Industries,96,2 Years,,,,,,,,,,https://handbook.monash.edu/2026/courses/A6041,2025-12-08T04:42:29,2026-09-02T00:16:01Z
monash:A6042,Monash University,A6042,Master of International Sustainable Tourism Management Master of Marketing and Digital Communications,master,Faculty of Arts,2026,078909K - Master of International Sustainable Tourism Management,96,2 Years,,,,,,,,,,https://handbook.monash.edu/2026/courses/A6042,2025-12-08T04:45:23,2026-09-02T00:16:02Z
monash:A6043,Monash University,A6043,Master of Public Policy and Management Master of International Development Practice,master,Faculty of Arts,2026,079175B - Master of International Development Practice,96,2 Years,,,,,,,,,,https://handbook.monash.edu/2026/courses/A6043,2026-06-15T04:29:36,2026-09-02T00:16:04Z
monash:A6044,Monash University,A6044,Master of Public Policy and Management Master of International Relations,master,Faculty of Arts,2026,082659M - Master of International Relations,96,2 Years,,,,,,,,,,https://handbook.monash.edu/2026/courses/A6044,2026-06-15T05:09:22,2026-09-02T00:16:04Z
monash:A7001,Monash University,A7001,Master of Arts Research Training,research,Faculty of Arts,2026,102761K,,2 Years,,,,,,,,,,https://handbook.monash.edu/2026/courses/A7001,2025-12-03T00:52:21,2026-09-02T00:16:05Z
monash:A7002,Monash University,A7002,Master of Arts Research Training,research,Faculty of Arts,2026,110790E,,2 Years,,,,,,,,,,https://handbook.monash.edu/2026/courses/A7002,2025-09-15T06:56:47,2026-09-02T00:16:07Z
monash:A8001,Monash University,A8001,Doctor of Philosophy (Practice-based),research,Faculty of Arts,2026,117341G,,4 Years,,,7.0,,,65,,,,https://handbook.monash.edu/2026/courses/A8001,2025-07-09T04:45:33,2026-09-02T00:16:08Z
monash:A9001,Monash University,A9001,Professional Certificate of Specialised Health and Legal Interpreting,other,Faculty of Arts,2026,,12,,,,6.5,6.0,79,58,50.0,,,https://handbook.monash.edu/2026/courses/A9001,2025-05-01T03:30:00,2026-09-02T00:16:09Z
monash:B0601,Monash University,B0601,Diploma of Business,other,Faculty of Business and Economics,2026,,,2 Years,,,5.5,5.0,52,42,,,,https://handbook.monash.edu/2026/courses/B0601,2025-09-09T04:57:43,2026-09-02T00:16:10Z
monash:B2000,Monash University,B2000,Bachelor of Business,bachelor,Faculty of Business and Economics,2026,056414D,144,3 Years,Caulfield,,6.5,6.0,79,58,,,,https://handbook.monash.edu/2026/courses/B2000,2026-03-04T22:25:49,2026-09-02T00:16:11Z
monash:B2001,Monash University,B2001,Bachelor of Commerce,bachelor,Faculty of Business and Economics,2026,013382G,144,3 Years,Clayton,,6.5,6.0,79,58,,,,https://handbook.monash.edu/2026/courses/B2001,2026-05-25T05:32:19,2026-09-02T00:16:13Z
monash:B2006,Monash University,B2006,Bachelor of Global Studies Bachelor of Commerce,bachelor,Faculty of Business and Economics,2026,083204A,192,4 Years,Clayton,,6.5,6.0,79,58,,,,https://handbook.monash.edu/2026/courses/B2006,2025-11-21T01:34:12,2026-09-02T00:16:15Z
monash:B2007,Monash University,B2007,Bachelor of Business Administration,bachelor,Faculty of Business and Economics,2026,079046M,144,3 Years,Peninsula,,6.5,6.0,79,58,,,,https://handbook.monash.edu/2026/courses/B2007,2025-10-27T01:15:35,2026-09-02T00:16:17Z
monash:B2008,Monash University,B2008,Bachelor of Computer Science in Artificial Intelligence Bachelor of Computer Science in Data Science Bachelor of Commerce Bachelor of Computer Science Bachelor of Computer Science in Cybersecurity,bachelor,Faculty of Business and Economics,2026,085151D,192,4 Years,Clayton,,6.5,6.0,79,58,,,,https://handbook.monash.edu/2026/courses/B2008,2025-10-06T22:56:15,2026-09-02T00:16:17Z
monash:B2017,Monash University,B2017,Bachelor of Business Bachelor of Information Technology,bachelor,Faculty of Business and Economics,2026,085441E,192,4 Years,Caulfield (Note: Information Technology studies are at Clayton),,6.5,6.0,79,58,,,,https://handbook.monash.edu/2026/courses/B2017,2025-08-28T02:56:34,2026-09-02T00:16:19Z
monash:B2019,Monash University,B2019,Bachelor of Business Bachelor of Arts,bachelor,Faculty of Business and Economics,2026,077153B,192,4 Years,Caulfield,,6.5,6.0,79,58,,,,https://handbook.monash.edu/2026/courses/B2019,2025-08-28T02:43:56,2026-09-02T00:16:20Z
monash:B2020,Monash University,B2020,Bachelor of Arts Bachelor of Commerce,bachelor,Faculty of Business and Economics,2026,013385D,192,4 Years,Clayton,,6.5,6.0,79,58,,,,https://handbook.monash.edu/2026/courses/B2020,2025-08-28T02:53:01,2026-09-02T00:16:22Z
monash:B2021,Monash University,B2021,Bachelor of Biomedical Science Bachelor of Commerce,bachelor,Faculty of Business and Economics,2026,084690G,192,4 Years,Clayton,,6.5,,79,58,,,,https://handbook.monash.edu/2026/courses/B2021,2025-08-28T23:40:05,2026-09-02T00:16:23Z
monash:B2022,Monash University,B2022,Bachelor of Commerce Bachelor of Music,bachelor,Faculty of Business and Economics,2026,030491E,192,4 Years,Clayton,,6.5,6.0,79,58,,,,https://handbook.monash.edu/2026/courses/B2022,2025-08-30T00:22:12,2026-09-02T00:16:23Z
monash:B2023,Monash University,B2023,Bachelor of Science Bachelor of Commerce,bachelor,Faculty of Business and Economics,2026,075405C,192,4 Years,Clayton,,6.5,6.0,79,58,,,,https://handbook.monash.edu/2026/courses/B2023,2025-08-26T22:58:47,2026-09-02T00:16:25Z
monash:B2025,Monash University,B2025,Bachelor of Information Technology Bachelor of Commerce,bachelor,Faculty of Business and Economics,2026,085443C,192,4 Years,Clayton,,6.5,6.0,79,58,,,,https://handbook.monash.edu/2026/courses/B2025,2025-08-28T03:25:01,2026-09-02T00:16:27Z
monash:B2026,Monash University,B2026,Bachelor of Business and Commerce,bachelor,Faculty of Business and Economics,2026,,144,3 Years,Malaysia,,6.5,6.0,79,58,,,,https://handbook.monash.edu/2026/courses/B2026,2026-03-23T01:58:47,2026-09-02T00:16:27Z
monash:B2027,Monash University,B2027,Bachelor of Business and Commerce Bachelor of Digital Media and Communication,bachelor,Faculty of Business and Economics,2026,,192,4 Years,Malaysia,,6.5,6.0,79,58,,,,https://handbook.monash.edu/2026/courses/B2027,2025-09-09T00:59:05,2026-09-02T00:16:29Z
monash:B2028,Monash University,B2028,Bachelor of Media Communication Bachelor of Business,bachelor,Faculty of Business and Economics,2026,094680D,192,4 Years,Caulfield,,6.5,6.0,79,58,,,,https://handbook.monash.edu/2026/courses/B2028,2025-08-27T06:46:19,2026-09-02T00:16:29Z
monash:B2029,Monash University,B2029,Bachelor of Accounting,bachelor,Faculty of Business and Economics,2026,097256G,144,3 Years,Caulfield,,6.5,6.0,79,58,,,,https://handbook.monash.edu/2026/courses/B2029,2025-09-09T07:03:06,2026-09-02T00:16:31Z
monash:B2030,Monash University,B2030,Bachelor of Commerce Bachelor of Actuarial Science,bachelor,Faculty of Business and Economics,2026,097258E,192,4 Years,Clayton,,6.5,6.0,79,58,,,,https://handbook.monash.edu/2026/courses/B2030,2026-03-02T00:38:26,2026-09-02T00:16:33Z
monash:B2031,Monash University,B2031,Bachelor of Economics,bachelor,Faculty of Business and Economics,2026,001447E,144,3 Years,Clayton,,6.5,6.0,79,58,,,,https://handbook.monash.edu/2026/courses/B2031,2025-11-19T02:48:23,2026-09-02T00:16:33Z
monash:B2032,Monash University,B2032,Bachelor of Commerce Bachelor of Economics,bachelor,Faculty of Business and Economics,2026,021276J,192,4 Years,Clayton,,6.5,6.0,79,58,,,,https://handbook.monash.edu/2026/courses/B2032,2025-08-28T03:41:16,2026-09-02T00:16:34Z
monash:B2033,Monash University,B2033,Bachelor of Actuarial Science,bachelor,Faculty of Business and Economics,2026,097257F,144,3 Years,Clayton,,6.5,6.0,79,58,,,,https://handbook.monash.edu/2026/courses/B2033,2025-09-18T01:53:19,2026-09-02T00:16:36Z
monash:B2034,Monash University,B2034,Bachelor of Finance,bachelor,Faculty of Business and Economics,2026,084687B,144,3 Years,Clayton,,6.5,6.0,79,58,,,,https://handbook.monash.edu/2026/courses/B2034,2025-08-26T06:25:15,2026-09-02T00:16:37Z
monash:B2035,Monash University,B2035,Bachelor of Business Bachelor of Banking and Finance,bachelor,Faculty of Business and Economics,2026,086378K,192,4 Years,Caulfield,,6.5,6.0,79,58,,,,https://handbook.monash.edu/2026/courses/B2035,2025-08-28T03:18:51,2026-09-02T00:16:38Z
monash:B2036,Monash University,B2036,Bachelor of Marketing,bachelor,Faculty of Business and Economics,2026,084685D,144,3 Years,Caulfield,,6.5,6.0,79,58,,,,https://handbook.monash.edu/2026/courses/B2036,2025-08-26T05:04:06,2026-09-02T00:16:39Z
monash:B2037,Monash University,B2037,Bachelor of Marketing Bachelor of Business,bachelor,Faculty of Business and Economics,2026,086379J,192,4 Years,Caulfield,,6.5,6.0,79,58,,,,https://handbook.monash.edu/2026/courses/B2037,2025-08-28T03:19:17,2026-09-02T00:16:40Z
monash:B2039,Monash University,B2039,Bachelor of Marketing Bachelor of Arts,bachelor,Faculty of Business and Economics,2026,097260M,192,4 Years,Caulfield,,6.5,6.0,79,58,,,,https://handbook.monash.edu/2026/courses/B2039,2025-09-05T01:13:00,2026-09-02T00:16:43Z
monash:B2040,Monash University,B2040,Bachelor of Accounting Bachelor of Business,bachelor,Faculty of Business and Economics,2026,086377M,192,4 Years,Caulfield,,6.5,6.0,79,58,,,,https://handbook.monash.edu/2026/courses/B2040,2025-08-28T03:41:43,2026-09-02T00:16:45Z
monash:B2042,Monash University,B2042,Bachelor of Banking and Finance,bachelor,Faculty of Business and Economics,2026,084684E,144,3 Years,Caulfield,,6.5,6.0,79,58,,,,https://handbook.monash.edu/2026/courses/B2042,2025-08-26T00:11:41,2026-09-02T00:16:46Z
monash:B2043,Monash University,B2043,Bachelor of Commerce Bachelor of Finance,bachelor,Faculty of Business and Economics,2026,086382C,192,4 Years,Clayton,,6.5,6.0,79,58,,,,https://handbook.monash.edu/2026/courses/B2043,2025-08-28T23:41:20,2026-09-02T00:16:48Z
monash:B2044,Monash University,B2044,Bachelor of Marketing and Bachelor of Media Communication,bachelor,Faculty of Business and Economics,2026,097638D,192,4 Years,Caulfield,,6.5,6.0,79,58,,,,https://handbook.monash.edu/2026/courses/B2044,2025-09-05T01:14:23,2026-09-02T00:16:49Z
monash:B2047,Monash University,B2047,"Bachelor of Politics, Philosophy and Economics Bachelor of Commerce",bachelor,Faculty of Business and Economics,2026,106843J,192,4 Years,,,6.5,6.0,79,58,,,,https://handbook.monash.edu/2026/courses/B2047,2025-08-28T03:48:31,2026-09-02T00:16:52Z
monash:B2048,Monash University,B2048,Bachelor of Business and Commerce Bachelor of Computer Science,bachelor,Faculty of Business and Economics,2026,,192,4 Years,,,6.5,6.0,79,58,,,,https://handbook.monash.edu/2026/courses/B2048,2025-11-04T22:52:00,2026-09-02T00:16:54Z
monash:B2049,Monash University,B2049,Bachelor of Digital Business,bachelor,Faculty of Business and Economics,2026,114241B,144,3 Years,,,6.5,6.0,79,58,,,,https://handbook.monash.edu/2026/courses/B2049,2026-02-26T21:13:08,2026-09-02T00:16:55Z
